	artist_name	song_title	lyrics
36	snoop dogg	2 Minute Warning by Snoop Dogg	['sometim feel lost like runaway read dire', 'reap stay gettin richard like pryor', 'need put gun away caus got prior', 'hard stay rollin world full rider', 'bullet tip fire flyin sunset', 'motiv win like not yet', 'think shit hell naw not done yet', 'L B see prayin G fall', 'tonight goin like free fall', 'chevi bouncin like fuckin see saw', 'trippin hate no hee haw', 'black loc loc actin like not see', 'shit demean dogg', 'bring like mean dogg', 'go back forth like ping pong', 'knowin ring ya bell ding dong', 'one thing thi shit partner', 'everi move watch rich boxer', 'whi lose rich sponsor', 'gone suddenli hip hoppin', 'sheeit sip gin wind', 'pop beam like', 'strong yet nigga thin', 'rapper stay sayin slim shadi not talkin eminem', 'fuck', 'wa gangbangin befo nigga enter', 'No facad went yard', 'three car garag instant menag', 'vintag relentless mean thi promis', 'No suge No dre woulda thi regardless', 'suppos think', 'flinch like suppos blink', 'motherfuck thi crip still hard swallow like big pill', 'pushin still big deal', 'ponytail still swangin hair still braid', 'laker clipper not fade', 'nigga buzz shit', 'backflip back plaqu shit', 'blue red white black shit green', 'send whole motherfuckin team clap shit', 'react mack shit problem terrorist', 'fuck thi rap shit', 'shot fire', 'suspect', 'request emt immedi']
37	2pac	. by 2Pac	['']
38	2pac	16 on Death Row by 2Pac	['death row', 'mothafucka endin', 'dear mama caught thi sick', 'rob adversari slip left wit', 'wonder catch thi nigga snitch', 'shoot hi bitch make nigga rich', 'not wanna commit murder damn got trap', 'hawkin walkin talkin behind back', 'kind schizophren thi shit win', 'caus life wheel fortun chanc spin', 'got no time cop trip tri catch', 'fuckin trigger happi let sucker snatch', 'nigga gettin jealou tryin find stash', 'whip imma dime yo ass', 'peter pick pepper pick punk', 'snatch like bitch threw trunk', 'punk thought wa bluffin swear noth nice', 'befor take life first wrestl mite', 'listen hi scream went insan', 'guess littl mite final found hi brain', 'new rover pull sentenc pen', 'rememb littl bird snitch told friend', 'troubl mind old timer', 'fuck five blaow blaow turn em forti niner', 'bye bye wa never meant live', 'cannot posit ghetto live', 'bye bye wa never meant', 'livin like thief runnin street', 'bye bye got no place go', 'find death row', 'dear mama cop not understand', 'turn life crime caus came broken famili', 'uncl use touch never told', 'scare might could not hold back', 'kept deep insid done let fuel anger', 'homi no merci stranger', 'brother cell well', 'hard adapt black', 'trap live hell', 'not let catch', 'instead livin sad jail coulda die free happi', 'cellmat rape norm', 'pass around dorm', 'hear hi asshol gettin torn', 'made anim', 'cannot sleep instead countin sheep nigga countin cannib', 'pen', 'turn old cold soul best friend', 'mama pray', 'tell lord make way prepar ani day', 'whi caus come find struggler', 'death take breath jugular', 'trick never lose hope', 'found buddi hangin dead rope death row', 'bye bye wa never meant live', 'cannot posit ghetto live', 'bye bye wa never meant', 'livin like thief runnin street', 'bye bye got no place go', 'find death row', 'dear mama sentenc death', 'today final day countin everi breath', 'bitter caus dyin much not seen', 'know never dream babi would dead', 'got beef sick societi', 'doe not give shit quick say goodby', 'tell preacher', 'crook book mothafucka never care', 'onli sure not drop dime god', 'crime committin poor', 'peopl judg', 'not peer year not never love', 'never got man', 'must part big plan keep nigga state pen', 'homi buryin mothafucka', 'steer clear aryan mothafucka', 'caus onc got lock', 'got trap better gettin shot', 'convinc self defens way', 'pleas stay strap pack gat everi day', 'wish woulda known wa', 'straight headin chair', 'bye bye wa never meant live', 'cannot posit ghetto live', 'bye bye wa never meant', 'livin like thief runnin street', 'bye bye got no place go', 'find death row', 'death row death row', 'death row death row', 'death row death row death row', 'partner', 'penitentiari death row']
39	2pac	187 On A Hook (Remix) by 2Pac (Ft. C-Bo & Tech N9ne)	['X', 'west side motherfuck hook', 'nigga bound shook', 'bangin book', 'got shot neck tryin get away', 'vigi not noth gun play', 'heey', 'got static nigga side town', 'let littl cousin K roll rider', 'want us motherfuckin thug nigga', 'use love nigga plug nigga', 'slug nigga wrong', 'nigga makin song tryin get us', 'must gone stress weed west trust', 'chest bust ride til sun come', 'shinin back brighten sky mani die', 'heard fuge wa tryin look bitch', 'cut face thi not no motherfuckin movi', 'watch two die slow', 'castrat entertainin motherfuckin sideshow', 'bam set plan mo time extermin foe', 'cannot stand hoe uhh', 'label thi fuckin trick shot', 'lyric runnin coward hip hop', 'ride enemi', 'nigga catch thi nigga readi peel one', 'instead shoulder gotta distort nigga grill', 'vigilant villain regim nigga come steel gun', 'get readi sleep ecaus trip fuck villain', 'one motherfuck said fuck tech N ne', 'shadi pacino turn C ho clutch N ne', 'nigga C Bo yuk mezzol not onli bust rhyme', 'illeg evill give fuck next time', 'nigga not ever spit name', 'think shit', 'two thou switch game spit flame wah', 'allah hu akbar say befor buck', 'motherfuck buster like vell bakardi yeah nigga enough yall', 'get readi suffer kneel', 'nigga tech N ne killer klown', 'nigga six feet underground found', 'nigga water would never song wit knew song', 'wa never make million', 'next time say name say name like destini children bitch', 'X', 'come take journey mind eye', 'cross game not explain', 'nigga time die say goodby', 'watch eye pull trigger', 'right befor die bow befor bigger nigga', 'dri eye wa heartless hit', 'nigga love scream peac start shit pay attent', 'word rob', 'murder run train mobb deep', 'not fuck', 'nigga bare livin not got sickl cell', 'see seizur stage not feelin well hell', 'mani nigga wanna involv', 'see wa onli talkin biggi', 'kill alla ball', 'tell Da brat keep mouth close', 'fuck around get toss fuckin outlawz', 'befor leav make sure everybodi heard', 'know meant everi motherfuckin word', 'ride enemi', 'buck nigga killer screamin regim', 'deep navi heat like team', 'K scream causin noth murder', 'buck nigga makin hate', 'yeah nigga not give fuck nigga thug lord', 'connect tech N ne touch thug war', 'got love nigga no love', 'give fuck gun clutch', 'onli left ball know heard wanna murder', 'ecaus nigga cook bird kitchen', 'mom itchin whole gang unwrappin chicken', 'nigga wa head jack strap', 'fat gat nigga rat tat tat tat', 'west coast bad boy wa yellin', 'west coast mafia regim thug zellin nigga', 'X']
40	2pac	1995 Police Station Testimony by 2Pac	['woman sir rais right hand pleas swear confirm testimoni give truth noth truth whole truth', 'pac', 'polic could pleas state full name record', 'pac ye pac amaru shakur', 'polic age resid address', 'pac turn th june live decatur georgia', 'polic get interest music', 'pac start poetri write poetri', 'polic junior high high school', 'pac ye junior high high school', 'pac poet saw look web person start turn poetri song got attent', 'polic get rap', 'pac opinion wa rap wa write poetri', 'polic okay', 'pac wa rap guess could say junior high wrote first poem heard radio poet make record sell wa work decid chang method poetri', 'polic defin rap constitut rap', 'pac poetri stori tell poetri', 'polic music music beat', 'pac without music cannot defin rap', 'polic goe ha sometim beat tune doesnt even hasnt got accompani', 'pac No even pentamet rap write structur depend write whether ha beat guess wont sell much dont beat beat sell tool', 'polic perform time solo album peopl call gangsta rap', 'pac No', 'polic not', 'pac No', 'polic would call perform', 'pac rap music', 'polic ever perform gangsta rap', 'pac No', 'polic okay whi would say', 'pac becaus number one not know gangsta rap number two would not classifi music gangsta rap', 'polic heard term', 'pac lot', 'polic okay', 'polic next statement victim real realli got ass beat realli dont like polic', 'pac didnt say right Oh didnt say not say say Im victim real everyth talk real realli got ass beat realli dont like interview wrote polic', 'polic mean', 'pac No', 'polic mean', 'pac realli dont like crook polic', 'polic okay feel okay polic', 'pac feel okay', 'polic like polic', 'pac like everybodi doe job mean depend dont know person meet someon kind heart true fair like especi posit like person ha put life line still fair everybodi meet definit like admir', 'polic awar ani shot policeman especi teenag shot policemen listen', 'lawyer allegedli listen', 'polic right allegedli listen said listen music', 'pac NO', 'polic caus', 'pac none said thi guy start say thi put news danni quayl say', 'polic Im ask awar ani', 'pac No NO', 'polic first start get fan mail rememb year', 'pac No dont', 'polic hear said also receiv unfavour mail', 'pac yeah like thi got lot mail youall', 'polic fan', 'pac No youall guy lawyer lawsuit', 'polic els receiv unfavour mail', 'pac whole career believ got piec hate mail mail ive ever gotten ive gotten onli piec maximum', 'polic respond', 'pac respond hate mail', 'polic ever use illeg drug', 'pac marijuana ye', 'polic ani', 'pac No', 'polic often use marijuana', 'pac whole life point life', 'polic let say', 'lawyer Im go instruct wit not talk ani use possess illeg substanc dont believ relev thi admit use', 'polic think absolut relev tri make choir boy Im tri see realli done', 'lawyer havent made anyth', 'pac tri make devil', 'polic wa intent tri get young black peopl violent polic', 'pac No', 'polic tri provok anybodi anyth particular tri provok make peopl thing', 'pac ye', 'polic tell us', 'pac think use head']
41	2pac	1 for April by 2Pac	['name alon poetri', 'bare know u alreadi', 'cannot explain thi feel feel', 'april', 'want c u moment', 'u leav side till moment u return', 'nonchal cold heart final ha eye onli', 'april', 'risk', 'feel joy u bring', 'accept ridicul', 'exchang word u share', 'thi much', 'april']
42	2pac	1st impression by 2Pac	['thought would seen', 'path cross met', 'knew first glanc', 'u would hard get', 'eye attract first', 'reek sultri confid', 'could not wait touch lip', 'kiss heart intent', 'wa expect', 'moment eras tension', 'awkward first date jitter', 'initi blind date first impress', 'kiss felt passion', 'thi wa cupid bless']
43	2pac	1st Impressions: 4 Irene by 2Pac	['thought would seen', 'path cross met', 'knew first glanc', 'u would hard get', 'eye attract first', 'reek sultri confid', 'could not wait touch lip', 'kiss heart intent', 'wa expect', 'moment eras tension', 'awkward first date jitter', 'initi blind date first impress', 'kiss felt passion', 'thi wa cupid bless']
44	2pac	2 of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg)	['', 'not noth gangsta parti', 'Eh light snoop whi actin like', 'ahh shit done fuck', 'not noth gangsta parti', 'done put two america want', 'motherfuckin place motherfuckin time', 'not noth gangsta parti', 'nigga feel thi', 'not noth gangsta parti', 'break champagn glass motherfuckin condom', 'one us aight', 'not noth gangsta parti', 'toast gangster', 'pictur perfect paint perfect pictur', 'bomb hoochi precis intent get richer', 'N doubl P dogg fuckin homi', 'cold ass nigga hog', 'sho nuff keep hand gun', 'ecaus got run', 'back courtroom waitin outcom', 'free pac nigga mind', 'time seem tryin take mine', 'ama get smart get defens shit', 'put togeth million march gangsta shit', 'got us lace', 'two multi millionair motherfuck catchin case', 'bitch get readi throw shit go', 'snoop clown', 'losin religion viciou stool pigeon', 'might deep thi game got rule missin', 'nigga actin like savag get cabbag', 'got noth love nigga livin lavish', 'got pit name petey nigerina', 'got hous hill right next chino', 'think got black beamer', 'dream fli casino', 'like bugsi siegel legal', 'get scoop littl homi regal', 'feel good babi bubba', 'see thi Gs key motherfuck', 'follow ride', 'motherfuck rest two best westsid', 'make famou', 'nigga dyin year could blame us', 'live fear feloni', 'never stop bailin motherfuckin Gs', 'got better flaunt', 'anoth warrant two america want', 'not noth gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'give fifti feet', 'defeat not destini releas street', 'keep whatev left', 'jealousi miseri sufferin greed', 'better prepar coward fuck', 'bust flee nigga must crazi', 'not no merci motherfuck cannot fade thug', 'thought wa wa not disappear', 'bow presenc boss player', 'like cuz blood gang bangin', 'everybodi parti dope slangin', 'gotta paper thi world', 'might get first snatch befor eye swirl', 'job everi day', 'work hard til hair turn gray', 'let tell bout life bout way', 'see live gun die gun kid', 'tell not roll glock', 'got throw away', 'floatin black benz biatch tryin show day', 'wonder live five shot', 'nigga hard kill block', 'scheme currenc dough relat', 'affili hustler made', 'No answer question tryin get', 'nigga dogg etern want', 'not noth gangsta parti', 'not noth gangsta parti', 'not noth gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'biatch', 'not noth gangsta parti', 'yeah death row']
45	2pac	2 Of Amerikaz Most Wanted (Live) by 2Pac	['not noth gangsta parti', 'aint nothin gansta parti', 'not nothin gansta parti', 'pictur perfect paint perfect pictur', 'bomb hoochi precis intent get richer', 'N doubl P dogg fuckin homi', 'cold ass nigga hog', 'give fifti feet', 'defeat not destini releas street', 'keep whatev left', 'jealousi miseri sufferin greed', 'better prepar coward fuck', 'bust flee nigga must crazi', 'not no merci motherfuck cannot fade thug', 'thought wa wa not disappear', 'bow presenc boss player', 'like cuz blood gang bangin', 'everybodi parti doin dope slangin', 'gotta paper thi world', 'might get first snatch befor eye swirl', 'doin job everi day', 'work hard til hair turn gray', 'let tell bout life bout way', 'see live gun die gun kid', '', 'aint noth gangsta parti', 'Eh light snoop whi actin like', 'ahh shit done fuck', 'not noth gangsta parti', 'done put two america want', 'motherfuckin place motherfuckin time', 'not noth gangsta parti', 'nigga feel thi', 'not noth gangsta parti', 'break champagn glass motherfuckin condom', 'one us aight', 'not noth gangsta parti', 'toast gangster', 'pictur perfect paint perfect pictur', 'bomb hoochi precis intent get richer', 'N doubl P dogg fuckin homi', 'cold ass nigga hog', 'sho nuff keep hand gun', 'ecaus got run', 'back courtroom waitin outcom', 'free pac nigga mind', 'time seem tryin take mine', 'ama get smart get defens shit', 'put togeth million march gangsta shit', 'got us lace', 'two multi millionair motherfuck catchin case', 'bitch get readi throw shit go', 'snoop clown', 'losin religion viciou stool pigeon', 'might deep thi game got rule missin', 'nigga actin like savag get cabbag', 'got noth love nigga livin lavish', 'got pit name petey nigerina', 'got hous hill right next chino', 'think got black beamer', 'dream fli casino', 'like bugsi siegel legal', 'get scoop littl homi regal', 'feel good babi bubba', 'see thi Gs key motherfuck', 'follow ride', 'motherfuck rest two best westsid', 'make famou', 'nigga dyin year could blame us', 'live fear feloni', 'never stop bailin motherfuckin Gs', 'got better flaunt', 'anoth warrant two america want', 'not noth gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'give fifti feet', 'defeat not destini releas street', 'keep whatev left', 'jealousi miseri sufferin greed', 'better prepar coward fuck', 'bust flee nigga must crazi', 'not no merci motherfuck cannot fade thug', 'thought wa wa not disappear', 'bow presenc boss player', 'like cuz blood gang bangin', 'everybodi parti dope slangin', 'gotta paper thi world', 'might get first snatch befor eye swirl', 'job everi day', 'work hard til hair turn gray', 'let tell bout life bout way', 'see live gun die gun kid', 'tell not roll glock', 'got throw away', 'floatin black benz biatch tryin show day', 'wonder live five shot', 'nigga hard kill block', 'scheme currenc dough relat', 'affili hustler made', 'No answer question tryin get', 'nigga dogg etern want', 'not noth gangsta parti', 'not noth gangsta parti', 'not noth gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'give hous blue', 'death row', 'death row thi motherfuck', 'west side', 'west side', 'peac', 'bad boy killer hous', 'mobb deep killer hous', 'Go west side outlaw', 'west side', 'nigga know coco No', 'noth gangsta parti', 'let hous loos', 'doggi style thi motherfuck']
46	2pac	2 Of Amerikaz Most Wanted (Live 1996) by 2Pac (Ft. Tha Dogg Pound, K-Ci & JoJo, Nate Dogg, Outlawz & Snoop Dogg)	['not noth gangsta parti cmon cmon', 'not noth gangsta parti sing shit sing shit', 'not noth gangsta parti pac', 'pictur perfect paint perfect pictur', 'bomb hoochi precis intent get richer', 'N doubl P dogg fuckin homi', 'cold ass nigga hog', 'sho nuff keep hand gun', 'ecaus got run', 'back courtroom waitin outcom', 'free pac nigga mind', 'time seem tryin take mine', 'ama get smart get defens shit', 'put togeth million march gangsta shit', 'got us lace', 'two multi millionair motherfuck catchin case', 'bitch get readi throw shit go', 'snoop clown', 'losin religion viciou stool pigeon', 'might deep thi game got rule missin', 'nigga actin like savag get cabbag', 'got noth love nigga livin lavish', 'got pit name petey nigerina', 'got hous hill right next chino', 'think got black beamer', 'dream fli casino', 'like bugsi siegel legal', 'get scoop young homi regal', 'feel good babi bubba', 'see thi Gs key motherfuck', 'follow ride', 'motherfuck rest two best westsid', 'make famou', 'nigga dyin year could blame us', 'live fear feloni', 'never stop bailin westcoast Gs', 'got better flaunt', 'anoth warrant two america want', 'not noth gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'not noth motherfuckin gangsta parti', 'give fifti feet', 'defeat not destini releas street', 'keep whatev left', 'jealousi miseri sufferin greed', 'better prepar coward fuck', 'bust flee nigga must crazi', 'not no merci motherfuck cannot fade thug', 'thought wa wa not disappear', 'bow presenc boss player', 'like cuz blood gang bangin', 'everybodi parti dope slangin', 'gotta paper thi world', 'might get first snatch befor eye swirl', 'job everi day', 'work hard til hair turn gray', 'let tell bout life bout way', 'see live strap die strap kid', 'tell not roll glock', 'got throw away', 'floatin black benz biatch tryin show day', 'wonder live five shot', 'nigga hard kill block', 'scheme currenc dough relat', 'affili hustler made', 'No answer question tryin get', 'nigga dogg etern want', 'gangsta run thi motherfuck', 'hell yeah', 'laker run thi motherfuck', 'hell yeah', 'gangsta run thi motherfuck', 'hell yeah', 'ladi run thi motherfuck', 'hell yeah', 'west side thi motherfuckin parti', 'gangsta parti', 'not noth motherfuckin gangsta parti', 'west side thi motherfuckin parti', 'gangsta parti', 'not noth motherfuckin gangsta parti', 'west side thi motherfuckin parti', 'gangsta parti', 'not noth motherfuckin gangsta parti', 'west side west side', 'gangsta parti', 'not noth motherfuckin gangsta parti', 'west side west side', 'gangsta parti', 'not noth motherfuckin gangsta parti', 'death row', 'gangsta parti', 'not noth motherfuckin gangsta parti', 'outlawz thi motherfuck', 'deathrow thi motherfuck', 'deathrow finest', 'one love west coast one love', 'stay stay representin']
47	2pac	2 of Amerikaz Most Wanted (Nu-Mixx) by 2Pac (Ft. Crooked I)	['turn light muthafuckin top', 'Im pac thi bitch', 'yeah', 'not noth gangsta', 'capit R shit shit', 'aint noth gangsta', 'la vega crook tha row mix bitch', 'not noth gangsta parti', 'let em know nigga', 'pictur perfect paint perfect pictur', 'bomb hoochi precis intent get richer', 'N doubl P dogg fuckin homi', 'cold ass nigga hoe', 'goe got heater cock Im readi ride', 'whoever readi beef better readi hide', 'shot whoever surviv', 'yeah nigga leav scene never aliv', 'cut slut top', 'got come plot dont come shot', 'pac', 'got us lace', 'two multi millionair motherfuck catchin case', 'bitch get readi throw shit go', 'snoop clown', 'losin religion viciou stool pigeon', 'might deep thi game got rule missin', 'nigga actin like savag get cabbag', 'got noth love nigga livin lavish', 'yeah livin lavish get cabbag habit', 'befor ama', 'broad camisol camera', 'count money ram dog', 'hate sinc minut blew', 'let enemi wit new blue infin Q', 'sippin coke mix hennessi', 'whoever not friend thi industri finna', 'yeah', 'follow ride', 'motherfuck rest two best westsid', 'make famou', 'nigga dyin year could blame us', 'live fear feloni', 'never stop bailin motherfuckin Gs', 'got better flaunt', 'anoth warrant two america want', 'not noth gangsta', 'west coast tha row mix nigga', 'not noth gangsta parti', 'noth gangsta parti', 'tha row worldwid gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'tha row worldwid gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'tha row worldwid gangsta parti', 'give fifti feet', 'defeat not destini releas street', 'keep whatev left', 'jealousi miseri sufferin greed', 'better prepar coward fuck', 'bust flee nigga must crazi', 'not no merci motherfuck cannot fade thug', 'thought wa wa not disappear', 'bow presenc boss player', 'boss playa boss playa get money floss later', 'hater scratch em like cross fader', 'darth vader strap like violat', 'southern cal street wild Al qaeda', 'better watch bang', 'ride first class leav plane', 'listen mayn better tri spread love', 'brand new west head', 'tell not roll glock', 'got throw away', 'floatin black benz biatch tryin show day', 'wonder live five shot', 'nigga hard kill block', 'scheme currenc dough relat', 'affili hustler made', 'No answer question tryin get', 'nigga dogg etern want', 'not noth gangsta', 'not noth gangsta parti', 'noth gangsta parti', 'tha row worldwid gangsta parti', 'not noth gangsta', 'noth gangsta parti', 'tha row worldwid gangsta parti', 'not noth gangsta parti', 'noth gangsta parti', 'tha row worldwid gangsta parti', 'yeah vega crook makav', 'without weak ass nigga', 'capit R nigga yeah', 'row peac']
48	2pac	2Pac and Biggie (Freestyle At Table) by 2Pac (Ft. The Notorious B.I.G.)	['readi nigga readi raw dog shit nigga', 'okay right let see ama hit wit wanna set', 'ayi scare freestyl', 'scare freestyl flow', 'high might go tempo', 'back let nigga know deep', 'game run pacalyps not sleep', 'keep motherfuck glock car', 'hold club gotta fuck star', 'everybodi wanna smile rais hand', 'got razor case gotta neck next man', 'ecaus know nigga wanna see', 'pac real like nigga movi', 'guess gotta prove point', 'slicin motherfuck joint', 'got nigga B G besid', 'bitch dick know hoe wanna ride', 'homi like spike lee', 'got camera nigga guess like', 'bout pass thi motherfuck', 'ecaus thi tanqueray get hella strong', 'money hoe cloth', 'blunt smoke come nose nigga know', 'flippin foe puttin tag toe', 'watchin stash grow clockin cash flow', 'neighborhood gravedigg', 'gettin paid much bitch wanna see nigga', 'guess figur paid wanna get laid', 'sinc got loot wanna knock boot', 'huh rather beat dick trick', 'not suck not fuck', 'huh rather lick buck drive fat ass truck', 'grab nine two clip run', 'ye flex benz sinc wreck shit', 'fuck expect', 'fli guy well fuck ama high guy bed stuy', 'puttin swellin eye', 'nose even choke ya stop breathin', 'polic come leavin']
